target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,target_date_parsed,month
TGT0034049,ACC0023245,CMP0000005,2026-05-12,5,VOICE,CONTACTED,2026-05-12,2026-05
TGT0034050,ACC0003325,CMP0000009,2026-03-19,6,FIELD,EXPIRED,2026-03-19,2026-03
TGT0034051,ACC0008714,CMP0000106,2026-03-02,8,WHATSAPP,SKIPPED,2026-03-02,2026-03
TGT0034052,ACC0018134,CMP0000037,2026-03-14,8,VOICE,CONTACTED,2026-03-14,2026-03
TGT0034053,ACC0012985,CMP0000013,2026-05-24,4,WHATSAPP,CONTACTED,2026-05-24,2026-05
TGT0034054,ACC0003699,CMP0000052,2026-01-15,4,FIELD,QUEUED,2026-01-15,2026-01
TGT0034055,ACC0020657,CMP0000060,2026-07-17,6,WHATSAPP,CONTACTED,2026-07-17,2026-07
TGT0034056,ACC0016162,CMP0000025,2026-06-13,10,WHATSAPP,EXPIRED,2026-06-13,2026-06
TGT0034057,ACC0017809,CMP0000006,2026-06-30,4,SMS,QUEUED,2026-06-30,2026-06
TGT0034058,ACC0010185,CMP0000015,2026-06-20,8,WHATSAPP,CONTACTED,2026-06-20,2026-06
TGT0034059,ACC0017790,CMP0000069,2026-02-14,3,SMS,EXPIRED,2026-02-14,2026-02
TGT0034060,ACC0025905,CMP0000005,2026-01-02,10,VOICE,EXPIRED,2026-01-02,2026-01
TGT0034061,ACC0025058,CMP0000110,2026-05-30,8,SMS,CONTACTED,2026-05-30,2026-05
TGT0034062,ACC0015114,CMP0000001,2026-04-24,6,VOICE,SKIPPED,2026-04-24,2026-04
TGT0034063,ACC0004045,CMP0000065,2026-08-01,6,SMS,SKIPPED,2026-08-01,2026-08
TGT0034064,ACC0019117,CMP0000035,2026-03-17,7,SMS,SKIPPED,2026-03-17,2026-03
TGT0034065,ACC0018198,CMP0000027,2026-08-04,8,WHATSAPP,QUEUED,2026-08-04,2026-08
TGT0034066,ACC0022376,CMP0000076,2026-03-30,5,VOICE,SKIPPED,2026-03-30,2026-03
TGT0034067,ACC0013313,CMP0000040,2026-01-11,8,WHATSAPP,EXPIRED,2026-01-11,2026-01
TGT0034068,ACC0017598,CMP0000023,2026-05-31,7,SMS,CONTACTED,2026-05-31,2026-05
TGT0034069,ACC0018664,CMP0000090,2026-05-20,10,FIELD,SKIPPED,2026-05-20,2026-05
TGT0034070,ACC0025099,CMP0000097,2026-03-14,4,VOICE,EXPIRED,2026-03-14,2026-03
TGT0034071,ACC0013406,CMP0000036,2026-04-24,9,SMS,CONTACTED,2026-04-24,2026-04
TGT0034072,ACC0023735,CMP0000032,2026-03-25,9,SMS,QUEUED,2026-03-25,2026-03
TGT0034073,ACC0000854,CMP0000120,2026-01-22,10,WHATSAPP,EXPIRED,2026-01-22,2026-01
TGT0034074,ACC0017925,CMP0000044,2026-05-02,9,FIELD,CONTACTED,2026-05-02,2026-05
TGT0034075,ACC0028172,CMP0000036,2026-03-08,4,SMS,EXPIRED,2026-03-08,2026-03
TGT0034076,ACC0027520,CMP0000063,2026-02-02,9,FIELD,SKIPPED,2026-02-02,2026-02
TGT0034077,ACC0019597,CMP0000044,2026-03-20,8,VOICE,QUEUED,2026-03-20,2026-03
TGT0034078,ACC0017627,CMP0000005,2026-06-30,4,WHATSAPP,CONTACTED,2026-06-30,2026-06
TGT0034079,ACC0013612,CMP0000115,2026-01-23,4,VOICE,QUEUED,2026-01-23,2026-01
TGT0034080,ACC0022873,CMP0000011,2026-06-04,6,VOICE,EXPIRED,2026-06-04,2026-06
TGT0034081,ACC0023641,CMP0000115,2026-06-24,4,FIELD,SKIPPED,2026-06-24,2026-06
TGT0034082,ACC0016865,CMP0000057,2026-06-28,1,VOICE,CONTACTED,2026-06-28,2026-06
TGT0034083,ACC0018177,CMP0000036,2026-01-22,3,FIELD,QUEUED,2026-01-22,2026-01
TGT0034084,ACC0026125,CMP0000007,2026-07-16,9,FIELD,SKIPPED,2026-07-16,2026-07
TGT0034085,ACC0003141,CMP0000007,2026-05-19,3,VOICE,EXPIRED,2026-05-19,2026-05
TGT0034086,ACC0014919,CMP0000036,2026-08-01,1,FIELD,EXPIRED,2026-08-01,2026-08
TGT0034087,ACC0007027,CMP0000090,2026-01-18,1,SMS,CONTACTED,2026-01-18,2026-01
TGT0034088,ACC0002923,CMP0000094,2026-02-03,4,WHATSAPP,CONTACTED,2026-02-03,2026-02
TGT0034089,ACC0029614,CMP0000073,2026-06-24,6,FIELD,QUEUED,2026-06-24,2026-06
TGT0034090,ACC0016565,CMP0000097,2026-03-10,6,FIELD,EXPIRED,2026-03-10,2026-03
TGT0034091,ACC0007676,CMP0000032,2026-06-15,2,FIELD,SKIPPED,2026-06-15,2026-06
TGT0034092,ACC0003094,CMP0000018,2026-01-02,10,WHATSAPP,EXPIRED,2026-01-02,2026-01
TGT0034093,ACC0008404,CMP0000039,2026-02-21,8,SMS,EXPIRED,2026-02-21,2026-02
TGT0034094,ACC0027662,CMP0000016,2026-01-16,9,FIELD,CONTACTED,2026-01-16,2026-01
TGT0034095,ACC0028026,CMP0000039,2026-05-19,2,VOICE,SKIPPED,2026-05-19,2026-05
TGT0034096,ACC0020412,CMP0000061,2026-06-11,10,VOICE,QUEUED,2026-06-11,2026-06
TGT0034097,ACC0012358,CMP0000044,2026-05-27,3,VOICE,CONTACTED,2026-05-27,2026-05
TGT0034098,ACC0015306,CMP0000074,2026-01-29,1,SMS,SKIPPED,2026-01-29,2026-01
TGT0034099,ACC0021891,CMP0000094,2026-07-13,9,WHATSAPP,SKIPPED,2026-07-13,2026-07
TGT0034100,ACC0022073,CMP0000082,2026-07-07,4,WHATSAPP,QUEUED,2026-07-07,2026-07
TGT0034101,ACC0001388,CMP0000036,2026-01-11,2,FIELD,QUEUED,2026-01-11,2026-01
TGT0034102,ACC0020088,CMP0000066,2026-02-05,1,WHATSAPP,CONTACTED,2026-02-05,2026-02
TGT0034103,ACC0004775,CMP0000020,2026-03-17,8,SMS,EXPIRED,2026-03-17,2026-03
TGT0034104,ACC0021995,CMP0000093,2026-01-17,2,FIELD,CONTACTED,2026-01-17,2026-01
TGT0034105,ACC0014360,CMP0000010,2026-08-06,10,VOICE,SKIPPED,2026-08-06,2026-08
TGT0034106,ACC0003347,CMP0000075,2026-04-12,4,SMS,CONTACTED,2026-04-12,2026-04
TGT0034107,ACC0026593,CMP0000089,2026-06-07,4,VOICE,EXPIRED,2026-06-07,2026-06
TGT0034108,ACC0029385,CMP0000033,2026-08-02,3,WHATSAPP,EXPIRED,2026-08-02,2026-08
TGT0034109,ACC0008808,CMP0000008,2026-01-23,4,WHATSAPP,CONTACTED,2026-01-23,2026-01
TGT0034110,ACC0015169,CMP0000005,2026-07-25,10,VOICE,EXPIRED,2026-07-25,2026-07
TGT0034111,ACC0028404,CMP0000118,2026-06-02,10,WHATSAPP,SKIPPED,2026-06-02,2026-06
TGT0034112,ACC0005343,CMP0000080,2026-06-26,6,FIELD,SKIPPED,2026-06-26,2026-06
TGT0034113,ACC0022880,CMP0000119,2026-05-04,3,SMS,SKIPPED,2026-05-04,2026-05
TGT0034114,ACC0025043,CMP0000027,2026-06-07,9,FIELD,SKIPPED,2026-06-07,2026-06
TGT0034115,ACC0027214,CMP0000104,2026-04-03,3,WHATSAPP,SKIPPED,2026-04-03,2026-04
TGT0034116,ACC0025988,CMP0000120,2026-03-19,3,VOICE,CONTACTED,2026-03-19,2026-03
TGT0034117,ACC0001957,CMP0000115,2026-02-08,6,VOICE,EXPIRED,2026-02-08,2026-02
TGT0034118,ACC0006226,CMP0000091,2026-03-27,7,VOICE,EXPIRED,2026-03-27,2026-03
TGT0034119,ACC0022808,CMP0000109,2026-04-06,4,FIELD,SKIPPED,2026-04-06,2026-04
TGT0034120,ACC0023402,CMP0000049,2026-04-09,4,WHATSAPP,CONTACTED,2026-04-09,2026-04
TGT0034121,ACC0007394,CMP0000114,2026-06-28,7,VOICE,SKIPPED,2026-06-28,2026-06
TGT0034122,ACC0023403,CMP0000011,2026-02-14,5,FIELD,CONTACTED,2026-02-14,2026-02
TGT0034123,ACC0014420,CMP0000051,2026-07-01,9,FIELD,EXPIRED,2026-07-01,2026-07
TGT0034124,ACC0014086,CMP0000013,2026-08-02,2,VOICE,SKIPPED,2026-08-02,2026-08
TGT0034125,ACC0016375,CMP0000115,2026-02-09,9,SMS,QUEUED,2026-02-09,2026-02
TGT0034126,ACC0004452,CMP0000001,2026-02-23,8,SMS,CONTACTED,2026-02-23,2026-02
TGT0034127,ACC0011351,CMP0000017,2026-02-06,10,VOICE,CONTACTED,2026-02-06,2026-02
TGT0034128,ACC0026975,CMP0000007,2026-02-15,9,FIELD,QUEUED,2026-02-15,2026-02
TGT0034129,ACC0010981,CMP0000046,2026-06-09,8,FIELD,EXPIRED,2026-06-09,2026-06
TGT0034130,ACC0017044,CMP0000117,2026-02-04,8,VOICE,EXPIRED,2026-02-04,2026-02
TGT0034131,ACC0012555,CMP0000037,2026-07-26,4,FIELD,EXPIRED,2026-07-26,2026-07
TGT0034132,ACC0004287,CMP0000006,2026-04-19,6,SMS,SKIPPED,2026-04-19,2026-04
TGT0034133,ACC0029777,CMP0000006,2026-08-08,5,FIELD,SKIPPED,2026-08-08,2026-08
TGT0034134,ACC0021085,CMP0000113,2026-06-04,9,VOICE,SKIPPED,2026-06-04,2026-06
TGT0034135,ACC0002987,CMP0000095,2026-03-14,5,FIELD,SKIPPED,2026-03-14,2026-03
TGT0034136,ACC0021291,CMP0000044,2026-03-18,9,FIELD,CONTACTED,2026-03-18,2026-03
TGT0034137,ACC0010711,CMP0000031,2026-01-08,4,SMS,QUEUED,2026-01-08,2026-01
TGT0034138,ACC0006730,CMP0000082,2026-07-01,10,SMS,QUEUED,2026-07-01,2026-07
TGT0034139,ACC0024499,CMP0000062,2026-04-22,7,VOICE,QUEUED,2026-04-22,2026-04
TGT0034140,ACC0007582,CMP0000061,2026-02-15,1,FIELD,EXPIRED,2026-02-15,2026-02
TGT0034141,ACC0013337,CMP0000043,2026-01-17,1,SMS,CONTACTED,2026-01-17,2026-01
TGT0034142,ACC0007110,CMP0000031,2026-03-14,9,WHATSAPP,SKIPPED,2026-03-14,2026-03
TGT0034143,ACC0019370,CMP0000071,2026-02-27,9,WHATSAPP,QUEUED,2026-02-27,2026-02
TGT0034144,ACC0000223,CMP0000011,2026-03-13,2,SMS,EXPIRED,2026-03-13,2026-03
TGT0034145,ACC0029174,CMP0000081,2026-07-26,1,VOICE,EXPIRED,2026-07-26,2026-07
TGT0034146,ACC0016573,CMP0000052,2026-04-13,10,SMS,SKIPPED,2026-04-13,2026-04
TGT0034147,ACC0008242,CMP0000002,2026-01-22,3,SMS,QUEUED,2026-01-22,2026-01
TGT0034148,ACC0009256,CMP0000034,2026-02-09,4,FIELD,EXPIRED,2026-02-09,2026-02
TGT0034149,ACC0012715,CMP0000117,2026-07-14,9,VOICE,CONTACTED,2026-07-14,2026-07
TGT0034150,ACC0004704,CMP0000020,2026-03-19,8,SMS,CONTACTED,2026-03-19,2026-03
TGT0034151,ACC0012032,CMP0000088,2026-06-08,10,WHATSAPP,SKIPPED,2026-06-08,2026-06
TGT0034152,ACC0020184,CMP0000099,2026-01-26,10,FIELD,CONTACTED,2026-01-26,2026-01
TGT0034153,ACC0001808,CMP0000094,2026-03-14,4,FIELD,QUEUED,2026-03-14,2026-03
TGT0034154,ACC0009820,CMP0000061,2026-05-14,3,WHATSAPP,CONTACTED,2026-05-14,2026-05
TGT0034155,ACC0007536,CMP0000045,2026-07-20,8,VOICE,EXPIRED,2026-07-20,2026-07
TGT0034156,ACC0029617,CMP0000003,2026-06-28,6,FIELD,CONTACTED,2026-06-28,2026-06
TGT0034157,ACC0019835,CMP0000001,2026-03-31,5,WHATSAPP,CONTACTED,2026-03-31,2026-03
TGT0034158,ACC0028282,CMP0000044,2026-08-01,3,FIELD,CONTACTED,2026-08-01,2026-08
TGT0034159,ACC0020367,CMP0000043,2026-05-14,7,FIELD,SKIPPED,2026-05-14,2026-05
TGT0034160,ACC0012035,CMP0000101,2026-07-18,10,SMS,SKIPPED,2026-07-18,2026-07
TGT0034161,ACC0009745,CMP0000025,2026-08-03,4,WHATSAPP,QUEUED,2026-08-03,2026-08
TGT0034162,ACC0006487,CMP0000062,2026-05-27,8,VOICE,CONTACTED,2026-05-27,2026-05
TGT0034163,ACC0014671,CMP0000024,2026-02-11,8,VOICE,SKIPPED,2026-02-11,2026-02
TGT0034164,ACC0027500,CMP0000003,2026-07-07,7,SMS,SKIPPED,2026-07-07,2026-07
TGT0034165,ACC0006283,CMP0000050,2026-02-18,6,SMS,EXPIRED,2026-02-18,2026-02
TGT0034166,ACC0007319,CMP0000047,2026-03-21,10,VOICE,EXPIRED,2026-03-21,2026-03
TGT0034167,ACC0001404,CMP0000099,2026-06-03,10,SMS,SKIPPED,2026-06-03,2026-06
TGT0034168,ACC0003645,CMP0000015,2026-04-04,1,FIELD,EXPIRED,2026-04-04,2026-04
TGT0034169,ACC0023100,CMP0000080,2026-01-30,6,VOICE,SKIPPED,2026-01-30,2026-01
TGT0034170,ACC0015432,CMP0000002,2026-04-14,3,FIELD,CONTACTED,2026-04-14,2026-04
TGT0034171,ACC0003365,CMP0000067,2026-04-24,4,FIELD,QUEUED,2026-04-24,2026-04
TGT0034172,ACC0013651,CMP0000091,2026-02-07,10,FIELD,CONTACTED,2026-02-07,2026-02
TGT0034173,ACC0028692,CMP0000019,2026-02-24,6,VOICE,EXPIRED,2026-02-24,2026-02
TGT0034174,ACC0000731,CMP0000111,2026-01-26,4,WHATSAPP,SKIPPED,2026-01-26,2026-01
TGT0034175,ACC0020783,CMP0000019,2026-06-25,8,VOICE,QUEUED,2026-06-25,2026-06
TGT0034176,ACC0004728,CMP0000047,2026-04-16,2,WHATSAPP,EXPIRED,2026-04-16,2026-04
TGT0034177,ACC0023057,CMP0000070,2026-06-14,8,WHATSAPP,SKIPPED,2026-06-14,2026-06
TGT0034178,ACC0012562,CMP0000069,2026-06-23,1,FIELD,QUEUED,2026-06-23,2026-06
TGT0034179,ACC0001094,CMP0000056,2026-06-03,5,SMS,SKIPPED,2026-06-03,2026-06
TGT0034180,ACC0029345,CMP0000034,2026-04-14,4,WHATSAPP,SKIPPED,2026-04-14,2026-04
TGT0034181,ACC0024106,CMP0000048,2026-05-27,6,SMS,EXPIRED,2026-05-27,2026-05
TGT0034182,ACC0005654,CMP0000024,2026-07-25,3,WHATSAPP,SKIPPED,2026-07-25,2026-07
TGT0034183,ACC0025949,CMP0000068,2026-02-09,8,VOICE,SKIPPED,2026-02-09,2026-02
TGT0034184,ACC0002994,CMP0000029,2026-01-27,5,FIELD,SKIPPED,2026-01-27,2026-01
TGT0034185,ACC0015588,CMP0000052,2026-04-28,10,SMS,SKIPPED,2026-04-28,2026-04
TGT0034186,ACC0008589,CMP0000090,2026-05-04,1,VOICE,SKIPPED,2026-05-04,2026-05
TGT0034187,ACC0023739,CMP0000099,2026-06-18,7,SMS,QUEUED,2026-06-18,2026-06
TGT0034188,ACC0020210,CMP0000074,2026-07-30,6,SMS,QUEUED,2026-07-30,2026-07
TGT0034189,ACC0010018,CMP0000065,2026-03-19,3,SMS,EXPIRED,2026-03-19,2026-03
TGT0034190,ACC0011381,CMP0000059,2026-01-04,6,SMS,CONTACTED,2026-01-04,2026-01
TGT0034191,ACC0022034,CMP0000043,2026-03-01,4,SMS,EXPIRED,2026-03-01,2026-03
TGT0034192,ACC0021598,CMP0000051,2026-04-24,6,SMS,CONTACTED,2026-04-24,2026-04
TGT0034193,ACC0020827,CMP0000061,2026-02-02,4,SMS,CONTACTED,2026-02-02,2026-02
TGT0034194,ACC0009122,CMP0000009,2026-04-09,6,VOICE,QUEUED,2026-04-09,2026-04
TGT0034195,ACC0007313,CMP0000073,2026-01-09,3,FIELD,CONTACTED,2026-01-09,2026-01
TGT0034196,ACC0005734,CMP0000115,2026-05-15,10,FIELD,QUEUED,2026-05-15,2026-05
TGT0034197,ACC0012638,CMP0000020,2026-03-10,8,SMS,EXPIRED,2026-03-10,2026-03
TGT0034198,ACC0026441,CMP0000066,2026-07-09,8,FIELD,SKIPPED,2026-07-09,2026-07
TGT0034199,ACC0001219,CMP0000076,2026-03-16,3,WHATSAPP,CONTACTED,2026-03-16,2026-03
TGT0034200,ACC0012314,CMP0000045,2026-03-31,9,SMS,CONTACTED,2026-03-31,2026-03
TGT0034201,ACC0021954,CMP0000035,2026-04-23,6,FIELD,QUEUED,2026-04-23,2026-04
TGT0034202,ACC0021145,CMP0000099,2026-05-11,8,WHATSAPP,QUEUED,2026-05-11,2026-05
TGT0034203,ACC0008812,CMP0000034,2026-01-29,8,FIELD,SKIPPED,2026-01-29,2026-01
TGT0034204,ACC0016496,CMP0000091,2026-07-09,2,VOICE,CONTACTED,2026-07-09,2026-07
TGT0034205,ACC0016001,CMP0000025,2026-07-24,8,FIELD,SKIPPED,2026-07-24,2026-07
TGT0034206,ACC0022944,CMP0000114,2026-07-06,3,FIELD,CONTACTED,2026-07-06,2026-07
TGT0034207,ACC0015038,CMP0000073,2026-03-20,9,VOICE,QUEUED,2026-03-20,2026-03
TGT0034208,ACC0028663,CMP0000079,2026-03-28,5,WHATSAPP,QUEUED,2026-03-28,2026-03
TGT0034209,ACC0027747,CMP0000076,2026-05-29,4,VOICE,EXPIRED,2026-05-29,2026-05
TGT0034210,ACC0013000,CMP0000115,2026-04-19,9,FIELD,SKIPPED,2026-04-19,2026-04
TGT0034211,ACC0013477,CMP0000029,2026-06-12,4,FIELD,SKIPPED,2026-06-12,2026-06
TGT0034212,ACC0029787,CMP0000049,2026-07-02,2,VOICE,QUEUED,2026-07-02,2026-07
TGT0034213,ACC0003767,CMP0000062,2026-05-04,4,SMS,SKIPPED,2026-05-04,2026-05
TGT0034214,ACC0005290,CMP0000004,2026-03-18,1,VOICE,SKIPPED,2026-03-18,2026-03
TGT0034215,ACC0002482,CMP0000005,2026-08-08,7,SMS,EXPIRED,2026-08-08,2026-08
TGT0034216,ACC0025818,CMP0000065,2026-06-19,6,SMS,SKIPPED,2026-06-19,2026-06
TGT0034217,ACC0029437,CMP0000048,2026-01-14,5,WHATSAPP,SKIPPED,2026-01-14,2026-01
TGT0034218,ACC0029326,CMP0000028,2026-03-05,7,WHATSAPP,EXPIRED,2026-03-05,2026-03
TGT0034219,ACC0024379,CMP0000096,2026-05-14,3,VOICE,EXPIRED,2026-05-14,2026-05
TGT0034220,ACC0020696,CMP0000110,2026-02-05,7,FIELD,EXPIRED,2026-02-05,2026-02
TGT0034221,ACC0014478,CMP0000022,2026-02-21,5,WHATSAPP,QUEUED,2026-02-21,2026-02
TGT0034222,ACC0011441,CMP0000120,2026-02-07,4,VOICE,QUEUED,2026-02-07,2026-02
TGT0034223,ACC0011549,CMP0000074,2026-05-07,5,WHATSAPP,QUEUED,2026-05-07,2026-05
TGT0034224,ACC0025039,CMP0000075,2026-04-21,2,WHATSAPP,CONTACTED,2026-04-21,2026-04
TGT0034225,ACC0008771,CMP0000002,2026-06-15,9,VOICE,CONTACTED,2026-06-15,2026-06
TGT0034226,ACC0018668,CMP0000066,2026-03-22,6,SMS,EXPIRED,2026-03-22,2026-03
TGT0034227,ACC0025404,CMP0000009,2026-06-19,9,VOICE,SKIPPED,2026-06-19,2026-06
TGT0034228,ACC0000036,CMP0000014,2026-01-28,4,FIELD,EXPIRED,2026-01-28,2026-01
TGT0034229,ACC0027314,CMP0000028,2026-04-27,7,SMS,EXPIRED,2026-04-27,2026-04
TGT0034230,ACC0025490,CMP0000011,2026-03-19,10,SMS,QUEUED,2026-03-19,2026-03
TGT0034231,ACC0021444,CMP0000041,2026-01-31,9,WHATSAPP,SKIPPED,2026-01-31,2026-01
TGT0034232,ACC0029109,CMP0000120,2026-01-22,6,SMS,CONTACTED,2026-01-22,2026-01
TGT0034233,ACC0007175,CMP0000054,2026-06-13,9,SMS,SKIPPED,2026-06-13,2026-06
TGT0034234,ACC0014374,CMP0000053,2026-04-29,4,VOICE,EXPIRED,2026-04-29,2026-04
TGT0034235,ACC0014109,CMP0000116,2026-03-18,8,VOICE,CONTACTED,2026-03-18,2026-03
TGT0034236,ACC0022451,CMP0000114,2026-05-11,7,WHATSAPP,SKIPPED,2026-05-11,2026-05
TGT0034237,ACC0016367,CMP0000029,2026-06-24,2,FIELD,QUEUED,2026-06-24,2026-06
TGT0034238,ACC0006747,CMP0000045,2026-01-11,2,VOICE,CONTACTED,2026-01-11,2026-01
TGT0034239,ACC0010788,CMP0000049,2026-06-16,6,FIELD,QUEUED,2026-06-16,2026-06
TGT0034240,ACC0006997,CMP0000015,2026-01-20,1,FIELD,CONTACTED,2026-01-20,2026-01
TGT0034241,ACC0002408,CMP0000092,2026-06-19,1,WHATSAPP,SKIPPED,2026-06-19,2026-06
TGT0034242,ACC0028103,CMP0000034,2026-03-27,6,SMS,SKIPPED,2026-03-27,2026-03
TGT0034243,ACC0024373,CMP0000036,2026-08-04,4,SMS,SKIPPED,2026-08-04,2026-08
TGT0034244,ACC0002032,CMP0000048,2026-02-18,4,FIELD,CONTACTED,2026-02-18,2026-02
TGT0034245,ACC0000749,CMP0000088,2026-02-03,4,VOICE,SKIPPED,2026-02-03,2026-02
TGT0034246,ACC0023255,CMP0000068,2026-06-15,7,WHATSAPP,QUEUED,2026-06-15,2026-06
TGT0034247,ACC0025135,CMP0000107,2026-05-10,6,SMS,CONTACTED,2026-05-10,2026-05
TGT0034248,ACC0021039,CMP0000014,2026-02-28,3,VOICE,CONTACTED,2026-02-28,2026-02
TGT0034249,ACC0003188,CMP0000028,2026-02-09,8,SMS,SKIPPED,2026-02-09,2026-02
TGT0034250,ACC0000832,CMP0000071,2026-01-12,5,WHATSAPP,SKIPPED,2026-01-12,2026-01
TGT0034251,ACC0008385,CMP0000028,2026-07-15,8,FIELD,SKIPPED,2026-07-15,2026-07
TGT0034252,ACC0015136,CMP0000059,2026-06-10,5,SMS,EXPIRED,2026-06-10,2026-06
TGT0034253,ACC0029802,CMP0000110,2026-07-24,1,VOICE,QUEUED,2026-07-24,2026-07
TGT0034254,ACC0008508,CMP0000065,2026-01-17,6,VOICE,SKIPPED,2026-01-17,2026-01
TGT0034255,ACC0021553,CMP0000027,2026-01-17,1,FIELD,SKIPPED,2026-01-17,2026-01
TGT0034256,ACC0012907,CMP0000058,2026-02-03,6,FIELD,SKIPPED,2026-02-03,2026-02
TGT0034257,ACC0019730,CMP0000095,2026-03-02,3,SMS,QUEUED,2026-03-02,2026-03
TGT0034258,ACC0010910,CMP0000097,2026-06-17,8,SMS,QUEUED,2026-06-17,2026-06
TGT0034259,ACC0007301,CMP0000094,2026-06-27,6,VOICE,CONTACTED,2026-06-27,2026-06
TGT0034260,ACC0029571,CMP0000041,2026-04-23,6,SMS,EXPIRED,2026-04-23,2026-04
TGT0034261,ACC0005269,CMP0000053,2026-03-07,10,WHATSAPP,EXPIRED,2026-03-07,2026-03
TGT0034262,ACC0017357,CMP0000094,2026-01-21,10,WHATSAPP,SKIPPED,2026-01-21,2026-01
TGT0034263,ACC0026717,CMP0000077,2026-03-16,1,FIELD,QUEUED,2026-03-16,2026-03
TGT0034264,ACC0008089,CMP0000035,2026-03-23,7,WHATSAPP,EXPIRED,2026-03-23,2026-03
TGT0034265,ACC0016572,CMP0000025,2026-05-22,4,VOICE,SKIPPED,2026-05-22,2026-05
TGT0034266,ACC0009996,CMP0000110,2026-06-22,4,SMS,QUEUED,2026-06-22,2026-06
TGT0034267,ACC0014352,CMP0000118,2026-04-14,2,WHATSAPP,EXPIRED,2026-04-14,2026-04
TGT0034268,ACC0013544,CMP0000026,2026-02-13,10,SMS,SKIPPED,2026-02-13,2026-02
TGT0034269,ACC0027105,CMP0000008,2026-05-26,9,FIELD,SKIPPED,2026-05-26,2026-05
TGT0034270,ACC0000894,CMP0000037,2026-07-09,1,FIELD,QUEUED,2026-07-09,2026-07
TGT0034271,ACC0004978,CMP0000041,2026-05-05,4,SMS,CONTACTED,2026-05-05,2026-05
TGT0034272,ACC0025833,CMP0000056,2026-07-31,4,SMS,EXPIRED,2026-07-31,2026-07
TGT0034273,ACC0014470,CMP0000098,2026-07-16,8,SMS,EXPIRED,2026-07-16,2026-07
TGT0034274,ACC0010845,CMP0000005,2026-07-24,10,FIELD,SKIPPED,2026-07-24,2026-07
TGT0034275,ACC0021069,CMP0000117,2026-04-19,6,FIELD,EXPIRED,2026-04-19,2026-04
TGT0034276,ACC0009560,CMP0000092,2026-03-20,2,FIELD,QUEUED,2026-03-20,2026-03
TGT0034277,ACC0000495,CMP0000118,2026-05-01,8,WHATSAPP,QUEUED,2026-05-01,2026-05
TGT0034278,ACC0008452,CMP0000065,2026-06-19,7,VOICE,EXPIRED,2026-06-19,2026-06
TGT0034279,ACC0013100,CMP0000051,2026-02-27,8,SMS,EXPIRED,2026-02-27,2026-02
TGT0034280,ACC0029603,CMP0000041,2026-03-04,6,FIELD,SKIPPED,2026-03-04,2026-03
TGT0034281,ACC0015400,CMP0000106,2026-03-14,8,WHATSAPP,EXPIRED,2026-03-14,2026-03
TGT0034282,ACC0015332,CMP0000098,2026-05-07,8,WHATSAPP,SKIPPED,2026-05-07,2026-05
TGT0034283,ACC0017068,CMP0000075,2026-08-07,8,WHATSAPP,SKIPPED,2026-08-07,2026-08
TGT0034284,ACC0017160,CMP0000010,2026-05-03,1,WHATSAPP,QUEUED,2026-05-03,2026-05
TGT0034285,ACC0014014,CMP0000103,2026-03-05,6,VOICE,SKIPPED,2026-03-05,2026-03
TGT0034286,ACC0017043,CMP0000061,2026-04-12,3,FIELD,EXPIRED,2026-04-12,2026-04
TGT0034287,ACC0013678,CMP0000072,2026-06-24,9,FIELD,CONTACTED,2026-06-24,2026-06
TGT0034288,ACC0005437,CMP0000006,2026-07-21,10,WHATSAPP,CONTACTED,2026-07-21,2026-07
TGT0034289,ACC0005248,CMP0000080,2026-07-23,3,SMS,EXPIRED,2026-07-23,2026-07
TGT0034290,ACC0002239,CMP0000004,2026-07-21,6,WHATSAPP,SKIPPED,2026-07-21,2026-07
TGT0034291,ACC0022878,CMP0000119,2026-01-28,6,WHATSAPP,EXPIRED,2026-01-28,2026-01
TGT0034292,ACC0022373,CMP0000098,2026-02-23,5,WHATSAPP,CONTACTED,2026-02-23,2026-02
TGT0034293,ACC0006184,CMP0000098,2026-04-08,10,VOICE,CONTACTED,2026-04-08,2026-04
TGT0034294,ACC0014795,CMP0000041,2026-04-15,6,FIELD,CONTACTED,2026-04-15,2026-04
TGT0034295,ACC0003521,CMP0000003,2026-01-09,8,FIELD,SKIPPED,2026-01-09,2026-01
TGT0034296,ACC0013917,CMP0000055,2026-07-12,9,WHATSAPP,SKIPPED,2026-07-12,2026-07
TGT0034297,ACC0008925,CMP0000082,2026-03-09,5,WHATSAPP,SKIPPED,2026-03-09,2026-03
TGT0034298,ACC0011110,CMP0000116,2026-04-04,8,FIELD,SKIPPED,2026-04-04,2026-04
TGT0034299,ACC0021434,CMP0000090,2026-05-24,10,WHATSAPP,EXPIRED,2026-05-24,2026-05
TGT0034300,ACC0002315,CMP0000044,2026-03-23,9,FIELD,EXPIRED,2026-03-23,2026-03
TGT0034301,ACC0016107,CMP0000053,2026-03-31,9,FIELD,SKIPPED,2026-03-31,2026-03
TGT0034302,ACC0004257,CMP0000023,2026-06-25,6,FIELD,SKIPPED,2026-06-25,2026-06
TGT0034303,ACC0009786,CMP0000118,2026-01-26,7,WHATSAPP,SKIPPED,2026-01-26,2026-01
TGT0034304,ACC0024212,CMP0000077,2026-03-28,2,SMS,CONTACTED,2026-03-28,2026-03
TGT0034305,ACC0017098,CMP0000029,2026-06-18,7,FIELD,CONTACTED,2026-06-18,2026-06
