raw_borrower_id,canonical_borrower_id,resolution_method,resolution_confidence,account_count
BRW0002692,BRW::BRW0002692,stable_borrower_id,HIGH,5.0
BRW0000597,BRW::BRW0000597,stable_borrower_id,HIGH,2.0
BRW0004774,BRW::BRW0004774,stable_borrower_id,HIGH,3.0
BRW0002227,BRW::BRW0002227,stable_borrower_id,HIGH,2.0
BRW0003864,BRW::BRW0003864,stable_borrower_id,HIGH,3.0
BRW0003829,BRW::BRW0003829,stable_borrower_id,HIGH,1.0
BRW0009385,BRW::BRW0009385,stable_borrower_id,HIGH,5.0
BRW0003838,BRW::BRW0003838,stable_borrower_id,HIGH,2.0
BRW0001817,BRW::BRW0001817,stable_borrower_id,HIGH,
BRW0011501,BRW::BRW0011501,stable_borrower_id,HIGH,3.0
BRW0000589,BRW::BRW0000589,stable_borrower_id,HIGH,6.0
BRW0002446,BRW::BRW0002446,stable_borrower_id,HIGH,5.0
BRW0004168,BRW::BRW0004168,stable_borrower_id,HIGH,4.0
BRW0000751,BRW::BRW0000751,stable_borrower_id,HIGH,3.0
BRW0010794,BRW::BRW0010794,stable_borrower_id,HIGH,3.0
BRW0004237,BRW::BRW0004237,stable_borrower_id,HIGH,5.0
BRW0009388,BRW::BRW0009388,stable_borrower_id,HIGH,3.0
BRW0001614,BRW::BRW0001614,stable_borrower_id,HIGH,3.0
BRW0006260,BRW::BRW0006260,stable_borrower_id,HIGH,2.0
BRW0001519,BRW::BRW0001519,stable_borrower_id,HIGH,1.0
BRW0002780,BRW::BRW0002780,stable_borrower_id,HIGH,2.0
BRW0004890,BRW::BRW0004890,stable_borrower_id,HIGH,4.0
BRW0010353,BRW::BRW0010353,stable_borrower_id,HIGH,2.0
BRW0003677,BRW::BRW0003677,stable_borrower_id,HIGH,
BRW0009058,BRW::BRW0009058,stable_borrower_id,HIGH,2.0
BRW0001101,BRW::BRW0001101,stable_borrower_id,HIGH,1.0
BRW0003019,BRW::BRW0003019,stable_borrower_id,HIGH,3.0
BRW0007252,BRW::BRW0007252,stable_borrower_id,HIGH,2.0
BRW0005620,BRW::BRW0005620,stable_borrower_id,HIGH,2.0
BRW0006021,BRW::BRW0006021,stable_borrower_id,HIGH,6.0
BRW0008140,BRW::BRW0008140,stable_borrower_id,HIGH,6.0
BRW0000926,BRW::BRW0000926,stable_borrower_id,HIGH,2.0
BRW0008346,BRW::BRW0008346,stable_borrower_id,HIGH,2.0
BRW0010353,BRW::BRW0010353,stable_borrower_id,HIGH,2.0
BRW0009194,BRW::BRW0009194,stable_borrower_id,HIGH,1.0
BRW0003417,BRW::BRW0003417,stable_borrower_id,HIGH,2.0
BRW0004212,BRW::BRW0004212,stable_borrower_id,HIGH,5.0
BRW0011537,BRW::BRW0011537,stable_borrower_id,HIGH,7.0
BRW0009480,BRW::BRW0009480,stable_borrower_id,HIGH,2.0
BRW0011179,BRW::BRW0011179,stable_borrower_id,HIGH,1.0
BRW0010962,BRW::BRW0010962,stable_borrower_id,HIGH,3.0
BRW0005210,BRW::BRW0005210,stable_borrower_id,HIGH,2.0
BRW0001554,BRW::BRW0001554,stable_borrower_id,HIGH,4.0
BRW0002743,BRW::BRW0002743,stable_borrower_id,HIGH,4.0
BRW0003531,BRW::BRW0003531,stable_borrower_id,HIGH,5.0
BRW0010019,BRW::BRW0010019,stable_borrower_id,HIGH,3.0
BRW0003315,BRW::BRW0003315,stable_borrower_id,HIGH,4.0
BRW0004336,BRW::BRW0004336,stable_borrower_id,HIGH,2.0
BRW0010216,BRW::BRW0010216,stable_borrower_id,HIGH,2.0
BRW0001963,BRW::BRW0001963,stable_borrower_id,HIGH,4.0
BRW0007964,BRW::BRW0007964,stable_borrower_id,HIGH,1.0
BRW0006620,BRW::BRW0006620,stable_borrower_id,HIGH,
BRW0011814,BRW::BRW0011814,stable_borrower_id,HIGH,2.0
BRW0005873,BRW::BRW0005873,stable_borrower_id,HIGH,4.0
BRW0006255,BRW::BRW0006255,stable_borrower_id,HIGH,1.0
BRW0010201,BRW::BRW0010201,stable_borrower_id,HIGH,2.0
BRW0011901,BRW::BRW0011901,stable_borrower_id,HIGH,2.0
BRW0008752,BRW::BRW0008752,stable_borrower_id,HIGH,4.0
BRW0008377,BRW::BRW0008377,stable_borrower_id,HIGH,5.0
BRW0010514,BRW::BRW0010514,stable_borrower_id,HIGH,1.0
BRW0011757,BRW::BRW0011757,stable_borrower_id,HIGH,2.0
BRW0008817,BRW::BRW0008817,stable_borrower_id,HIGH,2.0
BRW0003509,BRW::BRW0003509,stable_borrower_id,HIGH,4.0
BRW0007707,BRW::BRW0007707,stable_borrower_id,HIGH,5.0
BRW0002835,BRW::BRW0002835,stable_borrower_id,HIGH,3.0
BRW0006003,BRW::BRW0006003,stable_borrower_id,HIGH,2.0
BRW0005334,BRW::BRW0005334,stable_borrower_id,HIGH,7.0
BRW0011851,BRW::BRW0011851,stable_borrower_id,HIGH,
BRW0006653,BRW::BRW0006653,stable_borrower_id,HIGH,1.0
BRW0011510,BRW::BRW0011510,stable_borrower_id,HIGH,5.0
BRW0009698,BRW::BRW0009698,stable_borrower_id,HIGH,4.0
BRW0010187,BRW::BRW0010187,stable_borrower_id,HIGH,4.0
BRW0002032,BRW::BRW0002032,stable_borrower_id,HIGH,3.0
BRW0009304,BRW::BRW0009304,stable_borrower_id,HIGH,3.0
BRW0003018,BRW::BRW0003018,stable_borrower_id,HIGH,1.0
BRW0006931,BRW::BRW0006931,stable_borrower_id,HIGH,2.0
BRW0005834,BRW::BRW0005834,stable_borrower_id,HIGH,2.0
BRW0003118,BRW::BRW0003118,stable_borrower_id,HIGH,1.0
BRW0011819,BRW::BRW0011819,stable_borrower_id,HIGH,
BRW0010506,BRW::BRW0010506,stable_borrower_id,HIGH,
BRW0006891,BRW::BRW0006891,stable_borrower_id,HIGH,1.0
BRW0000130,BRW::BRW0000130,stable_borrower_id,HIGH,2.0
BRW0002200,BRW::BRW0002200,stable_borrower_id,HIGH,3.0
BRW0002730,BRW::BRW0002730,stable_borrower_id,HIGH,3.0
BRW0011663,BRW::BRW0011663,stable_borrower_id,HIGH,
BRW0004845,BRW::BRW0004845,stable_borrower_id,HIGH,1.0
BRW0000561,BRW::BRW0000561,stable_borrower_id,HIGH,3.0
BRW0007034,BRW::BRW0007034,stable_borrower_id,HIGH,5.0
BRW0011406,BRW::BRW0011406,stable_borrower_id,HIGH,2.0
BRW0006731,BRW::BRW0006731,stable_borrower_id,HIGH,2.0
BRW0005329,BRW::BRW0005329,stable_borrower_id,HIGH,1.0
BRW0002110,BRW::BRW0002110,stable_borrower_id,HIGH,4.0
BRW0010546,BRW::BRW0010546,stable_borrower_id,HIGH,2.0
BRW0001258,BRW::BRW0001258,stable_borrower_id,HIGH,1.0
BRW0011203,BRW::BRW0011203,stable_borrower_id,HIGH,2.0
BRW0002668,BRW::BRW0002668,stable_borrower_id,HIGH,3.0
BRW0001658,BRW::BRW0001658,stable_borrower_id,HIGH,5.0
BRW0004185,BRW::BRW0004185,stable_borrower_id,HIGH,2.0
BRW0000060,BRW::BRW0000060,stable_borrower_id,HIGH,3.0
BRW0000169,BRW::BRW0000169,stable_borrower_id,HIGH,2.0
BRW0002238,BRW::BRW0002238,stable_borrower_id,HIGH,1.0
BRW0008310,BRW::BRW0008310,stable_borrower_id,HIGH,1.0
BRW0009774,BRW::BRW0009774,stable_borrower_id,HIGH,2.0
BRW0002973,BRW::BRW0002973,stable_borrower_id,HIGH,2.0
BRW0007735,BRW::BRW0007735,stable_borrower_id,HIGH,2.0
BRW0004217,BRW::BRW0004217,stable_borrower_id,HIGH,2.0
BRW0005196,BRW::BRW0005196,stable_borrower_id,HIGH,2.0
BRW0004019,BRW::BRW0004019,stable_borrower_id,HIGH,3.0
BRW0010698,BRW::BRW0010698,stable_borrower_id,HIGH,4.0
BRW0006142,BRW::BRW0006142,stable_borrower_id,HIGH,2.0
BRW0006075,BRW::BRW0006075,stable_borrower_id,HIGH,1.0
BRW0010318,BRW::BRW0010318,stable_borrower_id,HIGH,2.0
BRW0007888,BRW::BRW0007888,stable_borrower_id,HIGH,4.0
BRW0001793,BRW::BRW0001793,stable_borrower_id,HIGH,
BRW0002266,BRW::BRW0002266,stable_borrower_id,HIGH,2.0
BRW0004089,BRW::BRW0004089,stable_borrower_id,HIGH,3.0
BRW0001175,BRW::BRW0001175,stable_borrower_id,HIGH,1.0
BRW0008305,BRW::BRW0008305,stable_borrower_id,HIGH,2.0
BRW0005945,BRW::BRW0005945,stable_borrower_id,HIGH,1.0
BRW0000531,BRW::BRW0000531,stable_borrower_id,HIGH,2.0
BRW0004806,BRW::BRW0004806,stable_borrower_id,HIGH,1.0
BRW0009960,BRW::BRW0009960,stable_borrower_id,HIGH,1.0
BRW0010885,BRW::BRW0010885,stable_borrower_id,HIGH,3.0
BRW0011542,BRW::BRW0011542,stable_borrower_id,HIGH,
BRW0011071,BRW::BRW0011071,stable_borrower_id,HIGH,3.0
BRW0007292,BRW::BRW0007292,stable_borrower_id,HIGH,6.0
BRW0011127,BRW::BRW0011127,stable_borrower_id,HIGH,1.0
BRW0011479,BRW::BRW0011479,stable_borrower_id,HIGH,3.0
BRW0007624,BRW::BRW0007624,stable_borrower_id,HIGH,2.0
BRW0004957,BRW::BRW0004957,stable_borrower_id,HIGH,3.0
BRW0011594,BRW::BRW0011594,stable_borrower_id,HIGH,
BRW0004981,BRW::BRW0004981,stable_borrower_id,HIGH,4.0
BRW0001997,BRW::BRW0001997,stable_borrower_id,HIGH,2.0
BRW0001275,BRW::BRW0001275,stable_borrower_id,HIGH,5.0
BRW0006810,BRW::BRW0006810,stable_borrower_id,HIGH,3.0
BRW0000426,BRW::BRW0000426,stable_borrower_id,HIGH,3.0
BRW0001424,BRW::BRW0001424,stable_borrower_id,HIGH,4.0
BRW0002935,BRW::BRW0002935,stable_borrower_id,HIGH,3.0
BRW0006358,BRW::BRW0006358,stable_borrower_id,HIGH,6.0
BRW0005738,BRW::BRW0005738,stable_borrower_id,HIGH,1.0
BRW0006135,BRW::BRW0006135,stable_borrower_id,HIGH,
BRW0006093,BRW::BRW0006093,stable_borrower_id,HIGH,2.0
BRW0011931,BRW::BRW0011931,stable_borrower_id,HIGH,2.0
BRW0002611,BRW::BRW0002611,stable_borrower_id,HIGH,3.0
BRW0005689,BRW::BRW0005689,stable_borrower_id,HIGH,2.0
BRW0007354,BRW::BRW0007354,stable_borrower_id,HIGH,3.0
BRW0003288,BRW::BRW0003288,stable_borrower_id,HIGH,3.0
BRW0002175,BRW::BRW0002175,stable_borrower_id,HIGH,1.0
BRW0000560,BRW::BRW0000560,stable_borrower_id,HIGH,2.0
BRW0003915,BRW::BRW0003915,stable_borrower_id,HIGH,3.0
BRW0003051,BRW::BRW0003051,stable_borrower_id,HIGH,2.0
BRW0002349,BRW::BRW0002349,stable_borrower_id,HIGH,1.0
BRW0003256,BRW::BRW0003256,stable_borrower_id,HIGH,2.0
BRW0008360,BRW::BRW0008360,stable_borrower_id,HIGH,1.0
BRW0009931,BRW::BRW0009931,stable_borrower_id,HIGH,
BRW0006199,BRW::BRW0006199,stable_borrower_id,HIGH,3.0
BRW0000799,BRW::BRW0000799,stable_borrower_id,HIGH,2.0
BRW0008834,BRW::BRW0008834,stable_borrower_id,HIGH,
BRW0001824,BRW::BRW0001824,stable_borrower_id,HIGH,2.0
BRW0000687,BRW::BRW0000687,stable_borrower_id,HIGH,
BRW0006822,BRW::BRW0006822,stable_borrower_id,HIGH,3.0
BRW0005105,BRW::BRW0005105,stable_borrower_id,HIGH,1.0
BRW0003743,BRW::BRW0003743,stable_borrower_id,HIGH,1.0
BRW0011604,BRW::BRW0011604,stable_borrower_id,HIGH,3.0
BRW0001095,BRW::BRW0001095,stable_borrower_id,HIGH,2.0
BRW0000644,BRW::BRW0000644,stable_borrower_id,HIGH,2.0
BRW0007050,BRW::BRW0007050,stable_borrower_id,HIGH,4.0
BRW0005021,BRW::BRW0005021,stable_borrower_id,HIGH,3.0
BRW0009619,BRW::BRW0009619,stable_borrower_id,HIGH,3.0
BRW0000485,BRW::BRW0000485,stable_borrower_id,HIGH,3.0
BRW0005033,BRW::BRW0005033,stable_borrower_id,HIGH,1.0
BRW0001760,BRW::BRW0001760,stable_borrower_id,HIGH,2.0
BRW0000495,BRW::BRW0000495,stable_borrower_id,HIGH,
BRW0005551,BRW::BRW0005551,stable_borrower_id,HIGH,2.0
BRW0008819,BRW::BRW0008819,stable_borrower_id,HIGH,2.0
BRW0001891,BRW::BRW0001891,stable_borrower_id,HIGH,
BRW0010108,BRW::BRW0010108,stable_borrower_id,HIGH,1.0
BRW0006226,BRW::BRW0006226,stable_borrower_id,HIGH,2.0
BRW0005766,BRW::BRW0005766,stable_borrower_id,HIGH,4.0
BRW0011073,BRW::BRW0011073,stable_borrower_id,HIGH,2.0
BRW0003950,BRW::BRW0003950,stable_borrower_id,HIGH,3.0
BRW0002405,BRW::BRW0002405,stable_borrower_id,HIGH,2.0
BRW0009436,BRW::BRW0009436,stable_borrower_id,HIGH,4.0
BRW0001287,BRW::BRW0001287,stable_borrower_id,HIGH,1.0
BRW0010466,BRW::BRW0010466,stable_borrower_id,HIGH,3.0
BRW0009904,BRW::BRW0009904,stable_borrower_id,HIGH,5.0
BRW0011724,BRW::BRW0011724,stable_borrower_id,HIGH,2.0
BRW0005524,BRW::BRW0005524,stable_borrower_id,HIGH,2.0
BRW0007467,BRW::BRW0007467,stable_borrower_id,HIGH,2.0
BRW0010592,BRW::BRW0010592,stable_borrower_id,HIGH,2.0
BRW0001580,BRW::BRW0001580,stable_borrower_id,HIGH,2.0
BRW0003674,BRW::BRW0003674,stable_borrower_id,HIGH,2.0
BRW0005663,BRW::BRW0005663,stable_borrower_id,HIGH,4.0
BRW0007531,BRW::BRW0007531,stable_borrower_id,HIGH,1.0
BRW0008151,BRW::BRW0008151,stable_borrower_id,HIGH,2.0
BRW0011080,BRW::BRW0011080,stable_borrower_id,HIGH,3.0
BRW0005872,BRW::BRW0005872,stable_borrower_id,HIGH,2.0
BRW0002061,BRW::BRW0002061,stable_borrower_id,HIGH,1.0
BRW0002279,BRW::BRW0002279,stable_borrower_id,HIGH,2.0
BRW0009609,BRW::BRW0009609,stable_borrower_id,HIGH,3.0
BRW0005533,BRW::BRW0005533,stable_borrower_id,HIGH,1.0
BRW0007579,BRW::BRW0007579,stable_borrower_id,HIGH,
BRW0006755,BRW::BRW0006755,stable_borrower_id,HIGH,3.0
BRW0009756,BRW::BRW0009756,stable_borrower_id,HIGH,3.0
BRW0002622,BRW::BRW0002622,stable_borrower_id,HIGH,2.0
BRW0002049,BRW::BRW0002049,stable_borrower_id,HIGH,5.0
BRW0008803,BRW::BRW0008803,stable_borrower_id,HIGH,2.0
BRW0005210,BRW::BRW0005210,stable_borrower_id,HIGH,2.0
BRW0009790,BRW::BRW0009790,stable_borrower_id,HIGH,2.0
BRW0001547,BRW::BRW0001547,stable_borrower_id,HIGH,1.0
BRW0003263,BRW::BRW0003263,stable_borrower_id,HIGH,3.0
BRW0011521,BRW::BRW0011521,stable_borrower_id,HIGH,2.0
BRW0010125,BRW::BRW0010125,stable_borrower_id,HIGH,3.0
BRW0000753,BRW::BRW0000753,stable_borrower_id,HIGH,2.0
BRW0009803,BRW::BRW0009803,stable_borrower_id,HIGH,4.0
BRW0000786,BRW::BRW0000786,stable_borrower_id,HIGH,1.0
BRW0001444,BRW::BRW0001444,stable_borrower_id,HIGH,4.0
BRW0010778,BRW::BRW0010778,stable_borrower_id,HIGH,
BRW0001513,BRW::BRW0001513,stable_borrower_id,HIGH,1.0
BRW0003610,BRW::BRW0003610,stable_borrower_id,HIGH,3.0
BRW0001625,BRW::BRW0001625,stable_borrower_id,HIGH,
BRW0007165,BRW::BRW0007165,stable_borrower_id,HIGH,
BRW0000687,BRW::BRW0000687,stable_borrower_id,HIGH,
BRW0003450,BRW::BRW0003450,stable_borrower_id,HIGH,3.0
BRW0003916,BRW::BRW0003916,stable_borrower_id,HIGH,2.0
BRW0007786,BRW::BRW0007786,stable_borrower_id,HIGH,
BRW0005959,BRW::BRW0005959,stable_borrower_id,HIGH,2.0
BRW0002310,BRW::BRW0002310,stable_borrower_id,HIGH,6.0
BRW0005572,BRW::BRW0005572,stable_borrower_id,HIGH,4.0
BRW0005507,BRW::BRW0005507,stable_borrower_id,HIGH,5.0
BRW0004245,BRW::BRW0004245,stable_borrower_id,HIGH,5.0
BRW0006402,BRW::BRW0006402,stable_borrower_id,HIGH,5.0
BRW0003914,BRW::BRW0003914,stable_borrower_id,HIGH,2.0
BRW0004004,BRW::BRW0004004,stable_borrower_id,HIGH,
BRW0009401,BRW::BRW0009401,stable_borrower_id,HIGH,3.0
BRW0003021,BRW::BRW0003021,stable_borrower_id,HIGH,2.0
BRW0003949,BRW::BRW0003949,stable_borrower_id,HIGH,2.0
BRW0001683,BRW::BRW0001683,stable_borrower_id,HIGH,3.0
BRW0008378,BRW::BRW0008378,stable_borrower_id,HIGH,4.0
BRW0008474,BRW::BRW0008474,stable_borrower_id,HIGH,3.0
BRW0008138,BRW::BRW0008138,stable_borrower_id,HIGH,2.0
BRW0002020,BRW::BRW0002020,stable_borrower_id,HIGH,3.0
BRW0005420,BRW::BRW0005420,stable_borrower_id,HIGH,2.0
BRW0003506,BRW::BRW0003506,stable_borrower_id,HIGH,3.0
BRW0009165,BRW::BRW0009165,stable_borrower_id,HIGH,1.0
BRW0004043,BRW::BRW0004043,stable_borrower_id,HIGH,
BRW0004992,BRW::BRW0004992,stable_borrower_id,HIGH,5.0
BRW0005453,BRW::BRW0005453,stable_borrower_id,HIGH,3.0
BRW0009130,BRW::BRW0009130,stable_borrower_id,HIGH,2.0
BRW0008431,BRW::BRW0008431,stable_borrower_id,HIGH,4.0
BRW0009840,BRW::BRW0009840,stable_borrower_id,HIGH,1.0
BRW0005136,BRW::BRW0005136,stable_borrower_id,HIGH,3.0
BRW0009836,BRW::BRW0009836,stable_borrower_id,HIGH,2.0
BRW0010454,BRW::BRW0010454,stable_borrower_id,HIGH,2.0
BRW0006287,BRW::BRW0006287,stable_borrower_id,HIGH,2.0
BRW0008158,BRW::BRW0008158,stable_borrower_id,HIGH,3.0
BRW0010915,BRW::BRW0010915,stable_borrower_id,HIGH,1.0
BRW0010062,BRW::BRW0010062,stable_borrower_id,HIGH,2.0
BRW0003318,BRW::BRW0003318,stable_borrower_id,HIGH,1.0
BRW0008597,BRW::BRW0008597,stable_borrower_id,HIGH,4.0
BRW0005352,BRW::BRW0005352,stable_borrower_id,HIGH,2.0
BRW0001784,BRW::BRW0001784,stable_borrower_id,HIGH,2.0
BRW0004462,BRW::BRW0004462,stable_borrower_id,HIGH,2.0
BRW0011736,BRW::BRW0011736,stable_borrower_id,HIGH,3.0
BRW0011495,BRW::BRW0011495,stable_borrower_id,HIGH,3.0
BRW0009440,BRW::BRW0009440,stable_borrower_id,HIGH,1.0
BRW0011885,BRW::BRW0011885,stable_borrower_id,HIGH,7.0
BRW0006873,BRW::BRW0006873,stable_borrower_id,HIGH,2.0
BRW0009091,BRW::BRW0009091,stable_borrower_id,HIGH,2.0
BRW0001983,BRW::BRW0001983,stable_borrower_id,HIGH,2.0
BRW0003586,BRW::BRW0003586,stable_borrower_id,HIGH,1.0
BRW0002073,BRW::BRW0002073,stable_borrower_id,HIGH,2.0
BRW0011251,BRW::BRW0011251,stable_borrower_id,HIGH,2.0
BRW0007372,BRW::BRW0007372,stable_borrower_id,HIGH,1.0
BRW0011192,BRW::BRW0011192,stable_borrower_id,HIGH,2.0
BRW0004995,BRW::BRW0004995,stable_borrower_id,HIGH,4.0
BRW0004842,BRW::BRW0004842,stable_borrower_id,HIGH,3.0
BRW0008111,BRW::BRW0008111,stable_borrower_id,HIGH,1.0
BRW0006815,BRW::BRW0006815,stable_borrower_id,HIGH,6.0
BRW0004470,BRW::BRW0004470,stable_borrower_id,HIGH,4.0
BRW0003812,BRW::BRW0003812,stable_borrower_id,HIGH,1.0
BRW0006155,BRW::BRW0006155,stable_borrower_id,HIGH,2.0
BRW0000907,BRW::BRW0000907,stable_borrower_id,HIGH,4.0
BRW0002256,BRW::BRW0002256,stable_borrower_id,HIGH,1.0
BRW0000526,BRW::BRW0000526,stable_borrower_id,HIGH,8.0
BRW0001863,BRW::BRW0001863,stable_borrower_id,HIGH,3.0
BRW0002384,BRW::BRW0002384,stable_borrower_id,HIGH,2.0
BRW0000908,BRW::BRW0000908,stable_borrower_id,HIGH,1.0
BRW0000666,BRW::BRW0000666,stable_borrower_id,HIGH,2.0
BRW0009836,BRW::BRW0009836,stable_borrower_id,HIGH,2.0
BRW0002193,BRW::BRW0002193,stable_borrower_id,HIGH,
BRW0006665,BRW::BRW0006665,stable_borrower_id,HIGH,4.0
BRW0001183,BRW::BRW0001183,stable_borrower_id,HIGH,2.0
BRW0011366,BRW::BRW0011366,stable_borrower_id,HIGH,5.0
BRW0002868,BRW::BRW0002868,stable_borrower_id,HIGH,3.0
BRW0008994,BRW::BRW0008994,stable_borrower_id,HIGH,2.0
BRW0007695,BRW::BRW0007695,stable_borrower_id,HIGH,3.0
BRW0009226,BRW::BRW0009226,stable_borrower_id,HIGH,1.0
BRW0007550,BRW::BRW0007550,stable_borrower_id,HIGH,1.0
BRW0006109,BRW::BRW0006109,stable_borrower_id,HIGH,3.0
BRW0009266,BRW::BRW0009266,stable_borrower_id,HIGH,3.0
BRW0009786,BRW::BRW0009786,stable_borrower_id,HIGH,5.0
BRW0004560,BRW::BRW0004560,stable_borrower_id,HIGH,
BRW0011305,BRW::BRW0011305,stable_borrower_id,HIGH,
BRW0011850,BRW::BRW0011850,stable_borrower_id,HIGH,1.0
BRW0008661,BRW::BRW0008661,stable_borrower_id,HIGH,3.0
BRW0011148,BRW::BRW0011148,stable_borrower_id,HIGH,4.0
BRW0001268,BRW::BRW0001268,stable_borrower_id,HIGH,1.0
BRW0006484,BRW::BRW0006484,stable_borrower_id,HIGH,
BRW0007813,BRW::BRW0007813,stable_borrower_id,HIGH,3.0
BRW0011133,BRW::BRW0011133,stable_borrower_id,HIGH,5.0
BRW0001446,BRW::BRW0001446,stable_borrower_id,HIGH,2.0
BRW0009673,BRW::BRW0009673,stable_borrower_id,HIGH,4.0
BRW0000927,BRW::BRW0000927,stable_borrower_id,HIGH,1.0
BRW0004298,BRW::BRW0004298,stable_borrower_id,HIGH,2.0
BRW0008315,BRW::BRW0008315,stable_borrower_id,HIGH,1.0
BRW0003492,BRW::BRW0003492,stable_borrower_id,HIGH,1.0
BRW0010018,BRW::BRW0010018,stable_borrower_id,HIGH,2.0
BRW0011167,BRW::BRW0011167,stable_borrower_id,HIGH,3.0
BRW0001907,BRW::BRW0001907,stable_borrower_id,HIGH,4.0
BRW0003098,BRW::BRW0003098,stable_borrower_id,HIGH,3.0
BRW0000890,BRW::BRW0000890,stable_borrower_id,HIGH,2.0
BRW0008522,BRW::BRW0008522,stable_borrower_id,HIGH,
BRW0010639,BRW::BRW0010639,stable_borrower_id,HIGH,
BRW0007220,BRW::BRW0007220,stable_borrower_id,HIGH,2.0
BRW0001587,BRW::BRW0001587,stable_borrower_id,HIGH,2.0
BRW0002085,BRW::BRW0002085,stable_borrower_id,HIGH,6.0
BRW0000422,BRW::BRW0000422,stable_borrower_id,HIGH,3.0
BRW0005880,BRW::BRW0005880,stable_borrower_id,HIGH,4.0
BRW0008653,BRW::BRW0008653,stable_borrower_id,HIGH,
BRW0001801,BRW::BRW0001801,stable_borrower_id,HIGH,2.0
BRW0010173,BRW::BRW0010173,stable_borrower_id,HIGH,4.0
BRW0003033,BRW::BRW0003033,stable_borrower_id,HIGH,
BRW0006174,BRW::BRW0006174,stable_borrower_id,HIGH,
BRW0008012,BRW::BRW0008012,stable_borrower_id,HIGH,5.0
BRW0006480,BRW::BRW0006480,stable_borrower_id,HIGH,3.0
BRW0005735,BRW::BRW0005735,stable_borrower_id,HIGH,4.0
BRW0004043,BRW::BRW0004043,stable_borrower_id,HIGH,
BRW0005161,BRW::BRW0005161,stable_borrower_id,HIGH,4.0
BRW0002862,BRW::BRW0002862,stable_borrower_id,HIGH,2.0
BRW0003535,BRW::BRW0003535,stable_borrower_id,HIGH,2.0
BRW0009063,BRW::BRW0009063,stable_borrower_id,HIGH,4.0
BRW0010592,BRW::BRW0010592,stable_borrower_id,HIGH,2.0
BRW0010192,BRW::BRW0010192,stable_borrower_id,HIGH,6.0
BRW0003972,BRW::BRW0003972,stable_borrower_id,HIGH,1.0
BRW0003855,BRW::BRW0003855,stable_borrower_id,HIGH,3.0
BRW0000700,BRW::BRW0000700,stable_borrower_id,HIGH,1.0
BRW0003286,BRW::BRW0003286,stable_borrower_id,HIGH,
BRW0007028,BRW::BRW0007028,stable_borrower_id,HIGH,3.0
BRW0003214,BRW::BRW0003214,stable_borrower_id,HIGH,5.0
BRW0008802,BRW::BRW0008802,stable_borrower_id,HIGH,1.0
BRW0000608,BRW::BRW0000608,stable_borrower_id,HIGH,4.0
BRW0004942,BRW::BRW0004942,stable_borrower_id,HIGH,3.0
BRW0003373,BRW::BRW0003373,stable_borrower_id,HIGH,2.0
BRW0005932,BRW::BRW0005932,stable_borrower_id,HIGH,3.0
BRW0000308,BRW::BRW0000308,stable_borrower_id,HIGH,4.0
BRW0005026,BRW::BRW0005026,stable_borrower_id,HIGH,3.0
BRW0009461,BRW::BRW0009461,stable_borrower_id,HIGH,2.0
BRW0010284,BRW::BRW0010284,stable_borrower_id,HIGH,1.0
BRW0003072,BRW::BRW0003072,stable_borrower_id,HIGH,2.0
BRW0005146,BRW::BRW0005146,stable_borrower_id,HIGH,4.0
BRW0008282,BRW::BRW0008282,stable_borrower_id,HIGH,2.0
BRW0005565,BRW::BRW0005565,stable_borrower_id,HIGH,2.0
BRW0006519,BRW::BRW0006519,stable_borrower_id,HIGH,2.0
BRW0004099,BRW::BRW0004099,stable_borrower_id,HIGH,1.0
BRW0010050,BRW::BRW0010050,stable_borrower_id,HIGH,2.0
BRW0007579,BRW::BRW0007579,stable_borrower_id,HIGH,
BRW0011525,BRW::BRW0011525,stable_borrower_id,HIGH,
BRW0009358,BRW::BRW0009358,stable_borrower_id,HIGH,3.0
BRW0004408,BRW::BRW0004408,stable_borrower_id,HIGH,1.0
BRW0003934,BRW::BRW0003934,stable_borrower_id,HIGH,
BRW0001061,BRW::BRW0001061,stable_borrower_id,HIGH,1.0
BRW0007470,BRW::BRW0007470,stable_borrower_id,HIGH,2.0
BRW0008996,BRW::BRW0008996,stable_borrower_id,HIGH,2.0
BRW0004251,BRW::BRW0004251,stable_borrower_id,HIGH,8.0
BRW0000256,BRW::BRW0000256,stable_borrower_id,HIGH,4.0
BRW0009907,BRW::BRW0009907,stable_borrower_id,HIGH,
BRW0002676,BRW::BRW0002676,stable_borrower_id,HIGH,2.0
BRW0006988,BRW::BRW0006988,stable_borrower_id,HIGH,5.0
BRW0000640,BRW::BRW0000640,stable_borrower_id,HIGH,2.0
BRW0000754,BRW::BRW0000754,stable_borrower_id,HIGH,4.0
BRW0010778,BRW::BRW0010778,stable_borrower_id,HIGH,
BRW0008070,BRW::BRW0008070,stable_borrower_id,HIGH,2.0
BRW0000064,BRW::BRW0000064,stable_borrower_id,HIGH,1.0
BRW0001208,BRW::BRW0001208,stable_borrower_id,HIGH,1.0
BRW0005913,BRW::BRW0005913,stable_borrower_id,HIGH,1.0
BRW0008165,BRW::BRW0008165,stable_borrower_id,HIGH,2.0
BRW0005088,BRW::BRW0005088,stable_borrower_id,HIGH,2.0
BRW0010474,BRW::BRW0010474,stable_borrower_id,HIGH,2.0
BRW0007833,BRW::BRW0007833,stable_borrower_id,HIGH,4.0
BRW0007372,BRW::BRW0007372,stable_borrower_id,HIGH,1.0
